Id,SalePrice
2105,131684.46
2106,83232.62
2107,250549.34
2108,118076.28
2109,114444.02
2110,120970.28
2111,156566.25
2112,140270.97
2113,117429.08
2114,109059.04
2115,147235.75
2116,114742.3
2117,139925.28
2118,120019.54
2119,112629.36
2120,114183.37
2121,92770.08
2122,100897.84
2123,92383.59
2124,199915.13
2125,139850.64
2126,156812.64
2127,148451.24
2128,135620.33
2129,106713.69
2130,147253.37
2131,156559.55
2132,116855.66
2133,116655.54
2134,122635.0
2135,106368.46
2136,81732.04
2137,118301.77
2138,139148.0
2139,152044.55
2140,135374.75
2141,139868.93
2142,136511.25
2143,138708.17
2144,128954.19
2145,134618.0
2146,156024.95
2147,158612.9
2148,129841.2
2149,141466.1
2150,247007.98
2151,137929.37
2152,161308.32
2153,158595.95
2154,108241.5
2155,119071.56
2156,221004.44
2157,246397.42
2158,232676.31
2159,222181.78
2160,170152.21
2161,250585.61
2162,447832.16
2163,342788.25
2164,252452.9
2165,176799.25
2166,143740.0
2167,207229.6
2168,211587.0
2169,193784.0
2170,216058.39
2171,143582.51
2172,140918.3
2173,155002.63
2174,243361.31
2175,317915.01
2176,315592.56
2177,256400.92
2178,219820.52
2179,147225.02
2180,189301.87
2181,191364.2
2182,230396.2
2183,192889.8
2184,135715.05
2185,132545.18
2186,139600.54
2187,148518.0
2188,153530.07
2189,177636.36
2190,78581.11
2191,81450.5
2192,89004.54
2193,99404.5
2194,101740.5
2195,114358.6
2196,108744.76
2197,107678.15
2198,162543.05
2199,177458.44
2200,134979.5
2201,133340.5
2202,196337.78
2203,164115.9
2204,172687.0
2205,113119.03
2206,143240.5
2207,232846.75
2208,227943.95
2209,189111.82
2210,122622.57
2211,113856.04
2212,110074.04
2213,102990.75
2214,146758.58
2215,106894.58
2216,152236.58
2217,66273.45
2218,98532.23
2219,78033.04
2220,79136.04
2221,325698.02
2222,259379.72
2223,267873.44
2224,212032.48
2225,133341.15
2226,175748.5
2227,197586.27
2228,284189.32
2229,245153.12
2230,162947.42
2231,210788.98
2232,172254.49
2233,171795.5
2234,245838.66
2235,198562.26
2236,276399.48
2237,348886.18
2238,207978.73
2239,120130.64
2240,159985.54
2241,154161.09
2242,137758.17
2243,143628.27
2244,94958.0
2245,95289.5
2246,147183.5
2247,106945.0
2248,122854.49
2249,124350.25
2250,138122.68
2251,129344.72
2252,172788.0
2253,152068.36
2254,177384.19
2255,185840.74
2256,181767.96
2257,192448.7
2258,168922.22
2259,177422.72
2260,151983.17
2261,189503.62
2262,206543.72
2263,327291.66
2264,440858.52
2265,164732.5
2266,292666.44
2267,368184.05
2268,366870.62
2269,164144.98
2270,180289.45
2271,257665.92
2272,199534.75
2273,165579.4
2274,171590.32
2275,165557.54
2276,186762.42
2277,187880.5
2278,150920.25
2279,124204.53
2280,115391.4
2281,173960.02
2282,179060.28
2283,100374.0
2284,110973.93
2285,154934.35
2286,127738.13
2287,337129.49
2288,270045.55
2289,376412.83
2290,425830.8
2291,312290.28
2292,405340.01
2293,458967.83
2294,402245.93
2295,440758.37
2296,287154.66
2297,303508.39
2298,328000.01
2299,372097.97
2300,313664.26
2301,278580.21
2302,234583.17
2303,245372.94
2304,243604.2
2305,179400.47
2306,178882.15
2307,183776.25
2308,222332.27
2309,285577.82
2310,232021.5
2311,196584.28
2312,164862.98
2313,174996.32
2314,174989.21
2315,171725.81
2316,178567.08
2317,178073.22
2318,174578.67
2319,175638.53
2320,177874.26
2321,249285.88
2322,170025.66
2323,185177.36
2324,171168.21
2325,224549.76
2326,168793.34
2327,212961.19
2328,222758.32
2329,181459.0
2330,177038.3
2331,355533.94
2332,407318.74
2333,306370.18
2334,262922.76
2335,261993.26
2336,335396.76
2337,200562.81
2338,286236.16
2339,236336.17
2340,369412.43
2341,224929.12
2342,243593.46
2343,221475.68
2344,229492.18
2345,243331.13
2346,212288.42
2347,195267.94
2348,225456.35
2349,148362.33
2350,275670.32
2351,260941.91
2352,247775.08
2353,206564.3
2354,123292.5
2355,159549.96
2356,151560.37
2357,193790.62
2358,196707.27
2359,125666.91
2360,118704.52
2361,138225.34
2362,271135.88
2363,138794.67
2364,153286.24
2365,219801.53
2366,188280.17
2367,217829.82
2368,207380.45
2369,223472.38
2370,165860.0
2371,170144.5
2372,170719.32
2373,253638.05
2374,296196.11
2375,244119.56
2376,277450.63
2377,356588.0
2378,136646.76
2379,199414.94
2380,144811.0
2381,165071.49
2382,183724.67
2383,220600.44
2384,245511.18
2385,152442.77
2386,143207.5
2387,131572.0
2388,96739.08
2389,128148.59
2390,136372.76
2391,139285.5
2392,111540.72
2393,167193.79
2394,148212.79
2395,197158.0
2396,149438.4
2397,201845.24
2398,127126.03
2399,60889.48
2400,56911.88
2401,117020.5
2402,138808.0
2403,132534.04
2404,145739.83
2405,161298.0
2406,136588.0
2407,132396.85
2408,137856.2
2409,135654.5
2410,161165.0
2411,125941.0
2412,162405.5
2413,144775.14
2414,129841.5
2415,132433.68
2416,134762.5
2417,133788.25
2418,123505.03
2419,130351.64
2420,128653.83
2421,150382.5
2422,123307.93
2423,133514.86
2424,148511.48
2425,155690.0
2426,135388.33
2427,139088.86
2428,171823.11
2429,116707.25
2430,130681.5
2431,122206.5
2432,138050.5
2433,144298.25
2434,143120.82
2435,154310.64
2436,104749.93
2437,119557.0
2438,124957.33
2439,115835.16
2440,127894.39
2441,110611.8
2442,102151.81
2443,116104.21
2444,129318.32
2445,86428.5
2446,129718.13
2447,216539.93
2448,144601.86
2449,120138.0
2450,154474.21
2451,120589.41
2452,226088.99
2453,93863.71
2454,123496.26
2455,104269.65
2456,139372.9
2457,117003.48
2458,114019.0
2459,114648.3
2460,141780.75
2461,120102.69
2462,140309.9
2463,123325.75
2464,147996.72
2465,135582.16
2466,121212.62
2467,154535.68
2468,91145.28
2469,91379.2
2470,185373.7
2471,196795.89
2472,180810.49
2473,118123.44
2474,103136.64
2475,235443.0
2476,112271.7
2477,130635.2
2478,159132.72
2479,113623.76
2480,135155.21
2481,123044.59
2482,134763.8
2483,119619.5
2484,125058.03
2485,125103.08
2486,153221.12
2487,182077.64
2488,151863.17
2489,148305.1
2490,152000.74
2491,93387.36
2492,185440.37
2493,139479.52
2494,165192.44
2495,94929.91
2496,211767.4
2497,147847.84
2498,118695.5
2499,86073.5
2500,127030.8
2501,138834.06
2502,145174.2
2503,102483.88
2504,163522.5
2505,217152.99
2506,258828.44
2507,315617.2
2508,259041.74
2509,224125.82
2510,231301.32
2511,185267.15
2512,211699.56
2513,219557.92
2514,240089.56
2515,146871.25
2516,151814.95
2517,132547.6
2518,143762.25
2519,226535.36
2520,208503.6
2521,191699.79
2522,219067.81
2523,131773.7
2524,138476.34
2525,145144.87
2526,141295.8
2527,117193.5
2528,128147.68
2529,131788.7
2530,106108.59
2531,253631.73
2532,232606.78
2533,199500.55
2534,244237.16
2535,309034.7
2536,234291.37
2537,236247.89
2538,183663.36
2539,187163.38
2540,172392.18
2541,179003.29
2542,162020.32
2543,134226.6
2544,135210.25
2545,135968.89
2546,148631.5
2547,136024.7
2548,155880.02
2549,157851.99
2550,416840.75
2551,143480.15
2552,122212.03
2553,80519.5
2554,131144.58
2555,112234.5
2556,104433.5
2557,118778.79
2558,163054.43
2559,146704.0
2560,129129.54
2561,142621.62
2562,141013.32
2563,147690.17
2564,169371.0
2565,125625.94
2566,154534.9
2567,133845.88
2568,182913.3
2569,194846.14
2570,122837.28
2571,160682.4
2572,188389.19
2573,249260.18
2574,324662.22
2575,134079.66
2576,128772.16
2577,160206.0
2578,99082.57
2579,77939.33
2580,131366.28
2581,131838.11
2582,116973.73
2583,281997.64
2584,162931.93
2585,174588.8
2586,207758.79
2587,199795.54
2588,159365.87
2589,143518.87
2590,234289.82
2591,199280.99
2592,228266.7
2593,257980.84
2594,174879.65
2595,209771.83
2596,333013.42
2597,185610.7
2598,274552.24
2599,322180.79
2600,154020.42
2601,130843.5
2602,86017.0
2603,94316.5
2604,83812.0
2605,83041.11
2606,147121.0
2607,175637.23
2608,199611.0
2609,164020.52
2610,114035.49
2611,150339.43
2612,145953.24
2613,128978.0
2614,128584.0
2615,162140.32
2616,138923.0
2617,172200.74
2618,190606.5
2619,227912.32
2620,183772.0
2621,183150.0
2622,185514.0
2623,246081.36
2624,271584.35
2625,319218.26
2626,164043.34
2627,186626.46
2628,416358.57
2629,544813.45
2630,357378.38
2631,430317.49
2632,414257.36
2633,308181.24
2634,382282.69
2635,150379.5
2636,196880.5
2637,179530.55
2638,250416.92
2639,178121.5
2640,152214.5
2641,108410.66
2642,188981.73
2643,105463.69
2644,130418.72
2645,102835.0
2646,94879.0
2647,97177.0
2648,139910.0
2649,136241.59
2650,155881.85
2651,156239.19
2652,419354.68
2653,257925.44
2654,244105.64
2655,352151.0
2656,324475.35
2657,342382.25
2658,281282.48
2659,298721.54
2660,319249.18
2661,336587.81
2662,326432.49
2663,271415.35
2664,286396.92
2665,321407.24
2666,296194.31
2667,170378.71
2668,179289.36
2669,172584.74
2670,284579.92
2671,182404.97
2672,180286.5
2673,204356.68
2674,198573.99
2675,173327.64
2676,186493.71
2677,192791.52
2678,253411.78
2679,273798.48
2680,269745.68
2681,405382.68
2682,325973.06
2683,502632.88
2684,310992.65
2685,356457.7
2686,260085.56
2687,326735.78
2688,229478.15
2689,212333.96
2690,441434.33
2691,185016.75
2692,132864.97
2693,194191.37
2694,125664.99
2695,191739.69
2696,184414.9
2697,189798.12
2698,196876.18
2699,183649.18
2700,172565.82
2701,146780.31
2702,116070.66
2703,145670.73
2704,139500.5
2705,126407.15
2706,121060.0
2707,129596.46
2708,132987.92
2709,114122.83
2710,128868.5
2711,281309.87
2712,365384.94
2713,184537.1
2714,150165.58
2715,170259.0
2716,163666.21
2717,181949.31
2718,229442.69
2719,159345.5
2720,176627.82
2721,142487.33
2722,170666.49
2723,144318.25
2724,132111.5
2725,137408.87
2726,142405.83
2727,168941.5
2728,171685.5
2729,155480.37
2730,145945.5
2731,124704.0
2732,119251.87
2733,156226.82
2734,152745.03
2735,136820.37
2736,147758.1
2737,122310.08
2738,133600.75
2739,161860.5
2740,135647.5
2741,150447.9
2742,155834.9
2743,154021.37
2744,147368.0
2745,139237.3
2746,132227.59
2747,158599.9
2748,126031.45
2749,132044.25
2750,136405.75
2751,131395.83
2752,242671.7
2753,146792.0
2754,199461.64
2755,130552.5
2756,94577.97
2757,72510.44
2758,87402.22
2759,157715.25
2760,144797.64
2761,149221.25
2762,145542.0
2763,181897.64
2764,175730.37
2765,272994.25
2766,144476.34
2767,89218.0
2768,130324.07
2769,130439.91
2770,155308.87
2771,122777.08
2772,121813.8
2773,139159.98
2774,141687.17
2775,137600.5
2776,149916.93
2777,152917.91
2778,129252.08
2779,122167.5
2780,112290.89
2781,101685.0
2782,94873.1
2783,108050.82
2784,135657.0
2785,136740.96
2786,80769.0
2787,117523.42
2788,88092.44
2789,215332.61
2790,91692.01
2791,120763.93
2792,96423.8
2793,164635.84
2794,103288.54
2795,115950.77
2796,103123.55
2797,185276.9
2798,128035.98
2799,114295.39
2800,78735.24
2801,114164.43
2802,141257.08
2803,152776.85
2804,144229.44
2805,97837.43
2806,95002.38
2807,151537.43
2808,151939.12
2809,133999.5
2810,136671.47
2811,154853.46
2812,144198.37
2813,160395.27
2814,155543.05
2815,98437.52
2816,258244.63
2817,140111.27
2818,136966.6
2819,180085.92
2820,136167.13
2821,109582.19
2822,177701.54
2823,227182.87
2824,180588.0
2825,155641.64
2826,136127.75
2827,140591.0
2828,204761.54
2829,163877.12
2830,228801.95
2831,193357.99
2832,218075.98
2833,287818.67
2834,217067.82
2835,220809.47
2836,194696.38
2837,169881.32
2838,146430.0
2839,181853.8
2840,191391.21
2841,202941.75
2842,222294.43
2843,147797.9
2844,153369.37
2845,121393.5
2846,210254.88
2847,194626.74
2848,210144.02
2849,210606.66
2850,275092.97
2851,240982.85
2852,223110.15
2853,235216.46
2854,138726.5
2855,197283.46
2856,207673.95
2857,190652.72
2858,196567.05
2859,143605.45
2860,127087.52
2861,131395.42
2862,192840.4
2863,118989.33
2864,260682.6
2865,140618.5
2866,134683.0
2867,95021.0
2868,117817.5
2869,126944.7
2870,159649.82
2871,112996.5
2872,61096.27
2873,104443.53
2874,139909.0
2875,115240.81
2876,156273.35
2877,149165.31
2878,169276.42
2879,147152.0
2880,106199.94
2881,148457.95
2882,166986.5
2883,181391.26
2884,182576.43
2885,178731.87
2886,196848.24
2887,100257.44
2888,136737.87
2889,60395.3
2890,85123.09
2891,135513.13
2892,62392.69
2893,114017.65
2894,68473.38
2895,318252.42
2896,283390.34
2897,200669.74
2898,146896.11
2899,230901.02
2900,163759.82
2901,191817.48
2902,179935.91
2903,348983.22
2904,358598.95
2905,113639.62
2906,206707.13
2907,113902.81
2908,127851.5
2909,144229.81
2910,83739.0
2911,84185.0
2912,155170.37
2913,87621.33
2914,84802.0
2915,84202.0
2916,86081.0
2917,154395.24
2918,108525.0
2919,223416.96
